block_id,slice_id,filename,tree_pos,slice_number
B5,112364235,slice_526.png,525,2374
B5,112364231,slice_527.png,526,2378
B5,112364227,slice_528.png,527,2382
B5,112364223,slice_529.png,528,2386
B5,112364219,slice_530.png,529,2390
B5,112364215,slice_531.png,530,2394
B5,112364211,slice_532.png,531,2398
B5,112364207,slice_533.png,532,2402
B5,112364203,slice_534.png,533,2406
B5,112364199,slice_535.png,534,2410
B5,112364195,slice_536.png,535,2414
B5,112364191,slice_537.png,536,2418
B5,112364187,slice_538.png,537,2422
B5,112364183,slice_539.png,538,2426
B5,112364179,slice_540.png,539,2430
B5,112364175,slice_541.png,540,2434
B5,112364171,slice_542.png,541,2438
B5,112364167,slice_543.png,542,2442
B5,112364163,slice_544.png,543,2446
B5,112364159,slice_545.png,544,2450
B5,112364155,slice_546.png,545,2454
B5,112364151,slice_547.png,546,2458
B5,112364147,slice_548.png,547,2462
B5,112364143,slice_549.png,548,2466
B5,112364139,slice_550.png,549,2470
B5,112364135,slice_551.png,550,2474
B5,112364127,slice_552.png,551,2482
B6,112364909,slice_553.png,552,2529
B6,112364905,slice_554.png,553,2533
B6,112364901,slice_555.png,554,2537
B6,112364897,slice_556.png,555,2541
B6,112364893,slice_557.png,556,2545
B6,112364889,slice_558.png,557,2549
B6,112364885,slice_559.png,558,2553
B6,112364881,slice_560.png,559,2557
B6,112364877,slice_561.png,560,2561
B6,112364873,slice_562.png,561,2565
B6,112364869,slice_563.png,562,2569
B6,112364865,slice_564.png,563,2573
B6,112364861,slice_565.png,564,2577
B6,112364857,slice_566.png,565,2581
B6,112364853,slice_567.png,566,2585
B6,112364849,slice_568.png,567,2589
B6,112364845,slice_569.png,568,2593
B6,112364840,slice_570.png,569,2597
B6,112364836,slice_571.png,570,2601
B6,112364830,slice_572.png,571,2605
B6,112364826,slice_573.png,572,2609
B6,112364822,slice_574.png,573,2613
B6,112364817,slice_575.png,574,2617
B6,112364809,slice_576.png,575,2625
B6,112364813,slice_577.png,576,2621
B6,112364805,slice_578.png,577,2629
B6,112364801,slice_579.png,578,2633
B6,112364797,slice_580.png,579,2637
B6,112364793,slice_581.png,580,2641
B6,112364789,slice_582.png,581,2645
B6,112364785,slice_583.png,582,2649
B6,112364781,slice_584.png,583,2653
B6,112364777,slice_585.png,584,2657
B6,112364773,slice_586.png,585,2661
B6,112364769,slice_587.png,586,2665
B6,112364765,slice_588.png,587,2669
B6,112364761,slice_589.png,588,2673
B6,112364757,slice_590.png,589,2677
B6,112364753,slice_591.png,590,2681
B6,112364749,slice_592.png,591,2685
B6,112364745,slice_593.png,592,2689
B6,112364741,slice_594.png,593,2693
B6,112364737,slice_595.png,594,2697
B6,112364733,slice_596.png,595,2701
B6,112364725,slice_597.png,596,2709
B6,112364729,slice_598.png,597,2705
B6,112364717,slice_599.png,598,2717
B6,112364721,slice_600.png,599,2713
B6,112364713,slice_601.png,600,2721
B6,112364709,slice_602.png,601,2725
B6,112364705,slice_603.png,602,2729
B6,112364701,slice_604.png,603,2733
B6,112364697,slice_605.png,604,2737
B6,112364693,slice_606.png,605,2741
B6,112364689,slice_607.png,606,2745
B6,112364676,slice_608.png,607,2757
B6,112364681,slice_609.png,608,2753
B6,112364685,slice_610.png,609,2749
B6,112364668,slice_611.png,610,2765
B6,112364672,slice_612.png,611,2761
B6,112364664,slice_613.png,612,2769
B6,112364660,slice_614.png,613,2773
B6,112364656,slice_615.png,614,2777
B6,112364652,slice_616.png,615,2781
B6,112364648,slice_617.png,616,2785
B6,112364644,slice_618.png,617,2789
B6,112364640,slice_619.png,618,2793
B6,112364636,slice_620.png,619,2797
B6,112364632,slice_621.png,620,2801
B6,112364628,slice_622.png,621,2805
B6,112364624,slice_623.png,622,2809
B6,112364620,slice_624.png,623,2813
B6,112364616,slice_625.png,624,2817
B6,112364612,slice_626.png,625,2821
B6,112364608,slice_627.png,626,2825
B6,112364604,slice_628.png,627,2829
B6,112364600,slice_629.png,628,2833
B6,112364596,slice_630.png,629,2837
B6,112364592,slice_631.png,630,2841
B6,112364588,slice_632.png,631,2845
B6,112364584,slice_633.png,632,2849
B6,112364580,slice_634.png,633,2853
B6,112364576,slice_635.png,634,2857
B6,112364572,slice_636.png,635,2861
B6,112364568,slice_637.png,636,2865
B6,112364564,slice_638.png,637,2869
B6,112364560,slice_639.png,638,2873
B6,112364556,slice_640.png,639,2877
B6,112364552,slice_641.png,640,2881
