block_id,slice_id,filename,tree_pos,slice_number
B2,146993137,slice_132.png,288,1318
B2,146993181,slice_133.png,290,1326
B2,146993177,slice_134.png,292,1334
B2,146993173,slice_135.png,294,1342
B2,146993145,slice_136.png,298,1358
B2,146993165,slice_137.png,300,1366
B2,146993141,slice_138.png,302,1374
B2,146993161,slice_139.png,304,1382
B2,146993157,slice_140.png,306,1390
B2,146993153,slice_141.png,308,1398
B2,146993149,slice_142.png,310,1406
B3,146700057,slice_143.png,319,1453
B3,146700053,slice_144.png,321,1461
B3,146700049,slice_145.png,323,1469
B3,146700045,slice_146.png,325,1477
B3,146700041,slice_147.png,327,1485
B3,146700033,slice_148.png,331,1501
B3,146700029,slice_149.png,333,1509
B3,146700025,slice_150.png,335,1517
B3,146700021,slice_151.png,337,1525
B3,146700017,slice_152.png,339,1533
B3,146700013,slice_153.png,341,1541
B3,146700009,slice_154.png,342,1549
B3,146700001,slice_155.png,346,1565
B3,146699997,slice_156.png,348,1573
B3,146699993,slice_157.png,350,1581
B3,146699985,slice_158.png,354,1597
B3,146699981,slice_159.png,355,1605
B3,146699977,slice_160.png,357,1613
B3,146699973,slice_161.png,359,1621
B3,146699969,slice_162.png,360,1629
B3,146699965,slice_163.png,362,1637
B3,146699961,slice_164.png,364,1645
B3,146699957,slice_165.png,366,1653
B3,146699953,slice_166.png,368,1661
B3,146699949,slice_167.png,370,1669
B3,146699945,slice_168.png,372,1677
B3,146699941,slice_169.png,374,1685
B3,146699937,slice_170.png,376,1693
B3,146699933,slice_171.png,378,1701
B3,146699929,slice_172.png,380,1709
B3,146699925,slice_173.png,382,1717
B3,146699921,slice_174.png,384,1725
B3,146699917,slice_175.png,386,1733
B3,146699913,slice_176.png,388,1741
B3,146699909,slice_177.png,390,1749
B3,146699905,slice_178.png,392,1757
B3,146699901,slice_179.png,393,1765
B4,146699833,slice_180.png,396,1818
B4,146699829,slice_181.png,398,1826
B4,146699825,slice_182.png,400,1834
B4,146699821,slice_183.png,402,1842
B4,146699817,slice_184.png,404,1850
B4,146699813,slice_185.png,406,1858
B4,146699809,slice_186.png,408,1866
B4,146699805,slice_187.png,410,1874
B4,146699801,slice_188.png,412,1882
B4,146699797,slice_189.png,414,1890
B4,146699793,slice_190.png,416,1898
B4,146699789,slice_191.png,418,1906
B4,146699785,slice_192.png,420,1914
B4,146699781,slice_193.png,422,1922
B4,146699777,slice_194.png,424,1930
B4,146699773,slice_195.png,426,1938
B4,146699769,slice_196.png,428,1946
B4,146699765,slice_197.png,430,1954
B4,146699761,slice_198.png,432,1962
B4,146699757,slice_199.png,434,1970
B4,146699753,slice_200.png,436,1978
B4,146699749,slice_201.png,438,1986
B4,146699745,slice_202.png,440,1994
B4,146699741,slice_203.png,442,2002
B4,146699737,slice_204.png,444,2010
B4,146699733,slice_205.png,446,2018
B4,146699729,slice_206.png,448,2026
B4,146699721,slice_207.png,452,2042
B4,146699717,slice_208.png,454,2050
